"Time","Mule Latency"
1475181385443268934,200315580
1475181385543268934,100703320
1475181385643268934,59533382
1475181385743268934,103872276
1475181385843268934,40538399
1475181385943268934,106976507
1475181385343269204,745524755
1475181386043268934,78961981
1475181386143268934,122529055
1475181386243268934,54256389
1475181386343268934,91640057
1475181386443268934,49325821
1475181386543268934,144682274
1475181386643268934,45509315
1475181386743268934,33638465
1475181386843268934,39453609
1475181386943268934,136072106
1475181387143268934,43455096
1475181387243268934,49705070
1475181387343268934,34793531
1475181387043268934,374343092
1475181387443268934,87669662
1475181387543268934,106807264
1475181387643268934,53289509
1475181387743268934,90076452
1475181387843268934,100665738
1475181387943268934,91570940
1475181388043268934,36100500
1475181388143268934,82425229 
1475181388243268934,74543147
1475181388343268934,60824257
1475181388443268934,43145047
1475181388543268934,45422465
1475181388643268934,57260967
1475181388743268934,54264030
1475181388843268934,42352496
1475181388943268934,42517168
1475181389043268934,48433433
1475181389143268934,39906941
1475181389243268934,32125506
1475181389343268934,132432762
1475181389443268934,70119320
1475181389543268934,34176089
1475181389643268934,61538435
1475181389743268934,34796677
1475181389843268934,54511979
1475181389943268934,27881689
1475181390043268934,74522078
1475181390143268934,89193742
1475181390243268934,42992780
1475181390343268934,66064720
1475181390443268934,84645648
1475181390543268934,44214889
1475181390643268934,53794350
1475181390743268934,75921476
1475181390843268934,27412176
1475181391043268934,105512122
1475181391143268934,46058620
1475181391243268934,29997149
1475181390943268934,465405252
1475181391343268934,70857547
1475181391443268934,32653869
1475181391543268934,56115404
1475181391643268934,47836753
1475181391743268934,47045391
1475181391843268934,49825141
1475181391943268934,33503946
1475181392043268934,49381513
1475181392143268934,50610644
1475181392243268934,30265826
1475181392343268934,26488181
1475181392443268934,37032964
1475181392543268934,42865489
1475181392643268934,48504493
1475181392743268934,32330763
1475181392843268934,58757583
1475181392943268934,104183179
1475181393043268934,27018273
1475181393143268934,55734765
1475181393243268934,42945903
1475181393343268934,29781779
1475181393443268934,50348935
1475181393543268934,47598982
1475181393643268934,116744704
1475181393743268934,29408108
1475181393843268934,66171915
1475181393943268934,43577401
1475181394043268934,97863887
1475181394143268934,33167289
1475181394243268934,120207714
1475181394343268934,28360753
1475181394443268934,30525205
1475181394543268934,51491138
1475181394643268934,86607959
1475181394843268934,47155624
1475181394743268934,157828663
1475181394943268934,29947236
1475181395043268934,30994975
1475181395143268934,28784752
1475181395243268934,107126226
1475181395343268934,150845261
1475181395443268934,63848477
1475181395643268934,34009071
1475181395543268934,167672480
1475181395843268934,52385869
1475181395743268934,209224523
1475181395943268934,46207764
1475181396043268934,45881867
1475181396143268934,31796421
1475181396243268934,28833382
1475181396343268934,45173999
1475181396443268934,29435240
1475181396543268934,33536702
1475181396643268934,35419520
1475181396743268934,91861228
1475181396843268934,29075219
1475181396943268934,54788862
1475181397043268934,58361349
1475181397143268934,61399893
1475181397243268934,42294431
1475181397343268934,70774361
1475181397443268934,42998983
1475181397543268934,26373030
1475181397643268934,144947920
1475181397743268934,65621093
1475181397843268934,51572906
1475181397943268934,48481966
1475181398043268934,28931158
1475181398243268934,35848800
1475181398143268934,148588828
1475181398343268934,34287915
1475181398443268934,41718021
1475181398643268934,28436481
1475181398543268934,143872228
1475181398743268934,50856493
1475181398843268934,74383377
1475181398943268934,28311125
1475181399043268934,30893159
1475181399143268934,28271738
1475181399243268934,27221149
1475181399343268934,57440890
1475181399543268934,84113241
1475181399443268934,203842447
1475181399643268934,66507083
1475181399743268934,44259806
1475181399843268934,32503043
1475181399943268934,46247995
1475181400043268934,62725677
1475181400143268934,28964767
1475181400243268934,42434221
1475181400343268934,27091096
1475181400443268934,28852621
1475181400543268934,88817882
1475181400643268934,26015512
1475181400743268934,85658802
1475181400843268934,81903955
1475181400943268934,103882448
1475181401043268934,26766516
1475181401143268934,30434539
1475181401243268934,95329716
1475181401343268934,76910128
1475181401443268934,47250633
1475181401643268934,27892504
1475181401543268934,143223988
1475181401843268934,37441428
1475181401943268934,36519277
1475181402043268934,47769936
1475181401743268934,379005093
1475181402143268934,64893342
1475181402243268934,30779098
1475181402343268934,28058634
1475181402543268934,53266511
1475181402643268934,87948906
1475181402743268934,33047227
1475181402443268934,386311796
1475181402843268934,51343511
1475181402943268934,62956927
1475181403043268934,44970117
1475181403143268934,30150396
1475181403243268934,73135685
1475181403343268934,43662135
1475181403443268934,67466780
1475181403543268934,30249748
1475181403643268934,30117534
1475181403743268934,184082548
1475181403943268934,49311184
1475181404043268934,44713705
1475181404143268934,51478749
1475181404243268934,94473014
1475181404443268934,102167809
1475181404543268934,99733791
1475181403843268934,829670918
1475181404643268934,35961495
1475181404743268934,72340177
1475181404343268934,503918095
1475181404843268934,48688264
1475181405043268934,30054353
1475181405143268934,44197033
1475181404943268934,258989671
1475181405243268934,37753880
1475181405343268934,62990595
1475181405443268934,30967805
1475181405543268934,71969306
1475181405643268934,153827808
1475181405743268934,101781389
1475181405843268934,120520814
1475181405943268934,40989523
1475181406043268934,40593849
1475181406143268934,154953864
1475181406243268934,60739273
1475181406343268934,29321863
1475181406443268934,84728920
1475181406543268934,33191185
1475181406743268934,56910668
1475181406843268934,40547482
1475181406643268934,300636807
1475181406943268934,28984825
1475181407043268934,29974893
1475181407143268934,35123600
1475181407243268934,34418469
1475181407343268934,38148914
1475181407443268934,32638327
1475181407543268934,31452861
1475181407643268934,52632257
1475181407743268934,31553636
1475181407943268934,28612485
1475181408043268934,63744649
1475181407843268934,285613242
1475181408143268934,60586838
1475181408243268934,97668121
1475181408343268934,41255154
1475181408443268934,34417777
1475181408543268934,55851715
1475181408643268934,73536105
1475181408843268934,46890620
1475181408743268934,150447700
1475181408943268934,112324147
1475181409043268934,28391714
1475181409143268934,52979373
1475181409243268934,33559758
1475181409343268934,46244025
1475181409443268934,43002000
1475181409543268934,118271561
1475181409643268934,36455320
1475181409743268934,33197580
1475181409843268934,29475287
1475181409943268934,44629888
1475181410043268934,102312530
1475181410143268934,32646020
1475181410243268934,77087308
1475181410343268934,311556995
1475181410543268934,127082591
1475181410443268934,259327528
1475181410643268934,89355113
1475181410743268934,28791475
1475181410843268934,30368207
1475181410943268934,30315364
1475181411043268934,31748452
1475181411143268934,53266880
1475181411243268934,27770117
1475181411443268934,132347062
1475181411543268934,107535425
1475181411343268934,320468646
1475181411643268934,74103335
1475181411743268934,74538389
1475181411843268934,38290345
1475181411943268934,51901725
1475181412043268934,139981244
1475181412143268934,87726248
1475181412243268934,31119579
1475181412343268934,42776911
1475181412443268934,204615798
1475181412643268934,35209450
1475181412543268934,168663443
1475181412743268934,32916409
1475181412843268934,52902435
1475181412943268934,28867981
1475181413043268934,30807570
1475181413143268934,110012329
1475181413243268934,46946972
1475181413343268934,49797678
1475181413543268934,41291647
1475181413643268934,48296915
1475181413443268934,297474717
1475181413743268934,52320529
1475181413843268934,51510705
1475181413943268934,62750595
1475181414043268934,35142696
1475181414143268934,150025264
1475181414243268934,65563362
1475181414343268934,99989916
1475181414443268934,31951284
1475181414543268934,63473050
1475181414643268934,36291596
1475181414743268934,29245223
1475181414843268934,29837675
1475181414943268934,74841973
1475181415043268934,41718257
1475181415143268934,34091942
1475181415543268934,52950910
1475181415443268934,153537932
1475181415243268934,381029891
1475181415343268934,281707579
1475181415643268934,113199034
1475181415743268934,144562109
1475181415843268934,154741823
1475181415943268934,66868676
1475181416043268934,29012430
1475181416143268934,31517352
1475181416243268934,61175925
1475181416343268934,55811179
1475181416443268934,64617821
1475181416543268934,33476331
1475181416743268934,58100782
1475181416643268934,220232580
1475181416843268934,62282921
1475181416943268934,31446574
1475181417143268934,51464921
1475181417043268934,184425816
1475181417243268934,32325688
1475181417343268934,48778029
1475181417443268934,58305818
1475181417643268934,38744873
1475181417543268934,142065368
1475181417743268934,33479443
1475181417843268934,50189603
1475181417943268934,34471280
1475181418043268934,113755381
1475181418143268934,64279690
1475181418243268934,59560222
1475181418343268934,32447811
1475181418543268934,91310580
1475181418443268934,197814265
1475181418643268934,76047834
1475181418743268934,92655837
1475181418843268934,45430973
1475181418943268934,79966685
1475181419043268934,86191746
1475181419143268934,72599611
1475181419243268934,106855952
1475181419343268934,52351835
1475181419443268934,38924416
1475181419543268934,102104454
1475181419643268934,35615167
1475181419743268934,44325904
1475181419943268934,30809412
1475181419843268934,212637395
1475181420043268934,168576582
1475181420243268934,62895113
1475181420343268934,33879538
1475181420443268934,79158523
1475181420143268934,430736922
1475181420543268934,73158776
1475181420643268934,40115662
1475181420743268934,61163450
1475181420843268934,32673783
1475181420943268934,60148838
1475181421043268934,28853225
1475181421243268934,53021796
1475181421143268934,173903299
1475181421443268934,32075568
1475181421543268934,25015829
1475181421343268934,335841750
1475181421643268934,55807754
1475181421743268934,42302119
1475181421843268934,26352734
1475181421943268934,46844913
1475181422043268934,52153356
1475181422143268934,105561697
1475181422243268934,30797641
1475181422443268934,26947847
1475181422343268934,127397841
1475181422643268934,38924675
1475181422543268934,189448228
1475181422743268934,29633852
1475181422843268934,51506509
1475181422943268934,27507688
1475181423143268934,54561358
1475181423043268934,174057719
1475181423243268934,81402349
1475181423343268934,52444700
1475181423543268934,25824497
1475181423443268934,134666974
1475181423643268934,29187394
1475181423743268934,83089705
1475181423843268934,39339795
1475181423943268934,94138910
1475181424043268934,92162293
1475181424143268934,31192089
1475181424243268934,36482030
1475181424343268934,45902289
1475181424443268934,57057901
1475181424543268934,58481929
1475181424743268934,89186963
1475181424843268934,29611837
1475181424943268934,50923655
1475181425043268934,37170943
1475181425143268934,97177245
1475181425243268934,95809146
1475181425343268934,47568465
1475181425443268934,69974107
1475181425543268934,50759381
1475181424643268934,963146093
1475181425643268934,32543391
1475181425743268934,31451966
1475181425843268934,100266772
1475181425943268934,83110480
1475181426043268934,142651080
1475181426143268934,192697512
1475181426343268934,38724081
1475181426243268934,183840977
1475181426443268934,120792986
1475181426543268934,27769452
1475181426643268934,95418547
1475181426743268934,31503550
1475181426843268934,71645592
1475181426943268934,121804638
1475181427043268934,68839880
1475181427143268934,25382685
1475181427243268934,25375899
1475181427343268934,39509850
1475181427443268934,33684635
1475181427543268934,43560164
1475181427643268934,104505980
1475181427743268934,50332979
1475181427843268934,26910065
1475181427943268934,28001605
1475181428043268934,43387806
1475181428143268934,45006505
1475181428243268934,37847640
1475181428343268934,114429141
1475181428443268934,62939733
1475181428543268934,42361454
1475181428643268934,30613420
1475181428743268934,45076861
1475181428843268934,26283906
1475181428943268934,46432823
1475181429043268934,46662834
1475181429143268934,21203050
1475181429243268934,48607633
1475181429443268934,56696197
1475181429543268934,35419832
1475181429343268934,247347366
1475181429643268934,44382686
1475181429743268934,46598044
1475181429843268934,29429819
1475181429943268934,73422579
1475181430043268934,133391460
1475181430143268934,36008485
1475181430243268934,66917892
1475181430343268934,34290837
1475181430443268934,51278532
1475181430543268934,27188307
1475181430643268934,116544397
1475181430743268934,36941826
1475181430843268934,48790312
1475181430943268934,46905137
1475181431043268934,25395449
1475181431143268934,123739514
1475181431243268934,69898941
1475181431343268934,50659284
1475181431443268934,26017805
1475181431543268934,66873881
1475181431743268934,71498266
1475181431843268934,27364460
1475181431943268934,29304643
1475181432043268934,26303746
1475181431643268934,516340290
1475181432143268934,53958264
1475181432243268934,32534960
1475181432343268934,102909869
1475181432443268934,69666307
1475181432543268934,50446179
1475181432743268934,35253975
1475181432843268934,42960814
1475181432943268934,25245652
1475181433043268934,40434073
1475181433143268934,41452688
1475181432643268934,547397427
1475181433243268934,31412345
1475181433343268934,105996363
1475181433443268934,132601375
1475181433543268934,62505208
1475181433643268934,33042067
1475181433743268934,121409166
1475181433843268934,27452226
1475181433943268934,55595119
1475181434043268934,31520428
1475181434143268934,44936349
1475181434243268934,48904773
1475181434343268934,94628576
1475181434443268934,111198665
1475181434543268934,37204256
1475181434643268934,124535304
1475181434743268934,27684522
1475181434843268934,29245575
1475181434943268934,28431139
1475181435043268934,26601734
1475181435143268934,51266326
1475181435243268934,27308684
1475181435343268934,117231913
1475181435443268934,30624062
1475181435543268934,104738082
1475181435643268934,35302950
1475181435743268934,41522824
1475181435843268934,64755114
1475181435943268934,29508272
1475181436043268934,222734164
1475181436143268934,130517467
1475181436243268934,114294311
1475181436343268934,88468178
1475181436443268934,103981488
1475181436643268934,94241440
1475181436743268934,39089489
1475181436543268934,253344014
1475181436843268934,28282689
1475181437043268934,64166804
1475181436943268934,172492550
1475181437143268934,41424973
1475181437243268934,94664158
1475181437443268934,113821319
1475181437543268934,31314000
1475181437643268934,43414783
1475181437743268934,43054576
1475181437843268934,38385748
1475181437343268934,588454540
1475181437943268934,28436335
1475181438043268934,49496477
1475181438243268934,83952574
1475181438143268934,225509297
1475181438343268934,29534760
1475181438443268934,46328344
1475181438543268934,41460922
1475181438643268934,86555968
1475181438743268934,89877971
1475181438843268934,43006330
1475181438943268934,34886428
1475181439043268934,122209000
1475181439143268934,67679223
1475181439243268934,61952059
1475181439343268934,48344788
1475181439443268934,46721022
1475181439543268934,82946425
1475181439643268934,28800386
1475181439743268934,25630194
1475181439843268934,73346242
1475181439943268934,23743919
1475181440043268934,46617259
1475181440143268934,64055453
1475181440243268934,41148374
1475181440343268934,61423480
1475181440443268934,46772217
1475181440543268934,40608300
1475181440643268934,42621300
1475181440743268934,66760391
1475181440843268934,57459402
1475181441043268934,65859238
1475181440943268934,214613327
1475181441143268934,27196846
1475181441243268934,40127589
1475181441343268934,26642345
1475181441443268934,93598766
1475181441543268934,39647294
1475181441643268934,32786615
1475181441743268934,24055566
1475181441843268934,85915641
1475181441943268934,34185919
1475181442043268934,43642893
1475181442243268934,134469499
1475181442343268934,46172101
1475181442143268934,354199024
1475181442443268934,91683033
1475181442543268934,52554682
1475181442643268934,90147950
1475181442743268934,25837049
1475181442843268934,50144189
1475181442943268934,25658778
1475181443043268934,108522992
1475181443143268934,56727295
1475181443243268934,84074478
1475181443343268934,23673412
1475181443443268934,54027803
1475181443543268934,43262886
1475181443643268934,37774694
1475181443743268934,38372105
1475181443843268934,24145614
1475181443943268934,57298280
1475181444043268934,24843725
1475181444243268934,63532311
1475181444143268934,169427056
1475181444343268934,25239188
1475181444543268934,43113156
1475181444443268934,201707097
1475181444643268934,85332963
1475181444743268934,25034518
1475181444843268934,23000893
1475181444943268934,24370020
1475181445043268934,35858105
1475181445143268934,43069991
1475181445243268934,25829585
1475181445343268934,47026242
1475181445443268934,93054998
1475181445543268934,27836523
1475181445743268934,26498789
1475181445843268934,29395781
1475181445643268934,276394682
1475181445943268934,27095191
1475181446043268934,102821742
1475181446143268934,32831960
1475181446243268934,41828081
1475181446343268934,40720286
1475181446443268934,40949264
1475181446543268934,37849214
1475181446643268934,45868452
1475181446743268934,87395019
1475181446843268934,41702295
1475181446943268934,26316347
1475181447043268934,65348749
1475181447143268934,110222881
1475181447243268934,34153395
1475181447343268934,58733238
1475181447443268934,43768158
1475181447543268934,35487295
1475181447643268934,88926644
1475181447743268934,56053794
1475181447843268934,69032701
1475181447943268934,79644426
1475181448043268934,57235501
1475181448143268934,25358319
1475181448243268934,58979273
1475181448343268934,76204614
1475181448443268934,26208015
1475181448543268934,33105983
1475181448643268934,51663663
1475181448743268934,26508307
1475181448843268934,29700237
1475181449043268934,46501832
1475181448943268934,148156290
1475181449143268934,28504532
1475181449243268934,32202101
1475181449443268934,32363634
1475181449343268934,148233647
1475181449543268934,27977272
1475181449643268934,69983309
1475181449743268934,26417509
1475181449843268934,28616046
1475181449943268934,33596815
1475181450043268934,120626923
1475181450143268934,27322424
1475181450243268934,55194808
1475181450343268934,42302538
1475181450443268934,29924692
1475181450543268934,56901613
1475181450643268934,65867624
1475181450743268934,88312277
1475181450843268934,63032356
1475181450943268934,161412002
1475181451043268934,112262573
1475181451143268934,63004364
1475181451243268934,37564529
1475181451343268934,67006163
1475181451443268934,49501940
1475181451543268934,29740843
1475181451643268934,50260139
1475181451743268934,128251966
1475181451843268934,36182548
1475181451943268934,57817449
1475181452043268934,144911963
1475181452143268934,48036452
1475181452243268934,54009405
1475181452343268934,79043648
1475181452443268934,77688298
1475181452543268934,43821861
1475181452643268934,26193409
1475181452743268934,58264602
1475181452843268934,138353281
1475181452943268934,54668803
1475181453143268934,48956096
1475181453043268934,199627322
1475181453243268934,22730810
1475181453343268934,28682212
1475181453443268934,72353780
1475181453543268934,55210510
1475181453743268934,50506682
1475181453643268934,175991809
1475181453843268934,29519496
1475181453943268934,91118214
1475181454043268934,26398180
1475181454143268934,51913525
1475181454243268934,52382771
1475181454343268934,29098356
1475181454443268934,75710175
1475181454543268934,51157742
1475181454643268934,45307984
1475181454743268934,124627882
1475181454843268934,30349608
1475181454943268934,33365902
1475181455043268934,159248794
1475181455143268934,110610783
1475181455243268934,28705639
1475181455343268934,33837836
1475181455443268934,74856739
1475181455543268934,45560389
1475181455643268934,44170027
1475181455743268934,36157641
1475181455843268934,50991520
1475181455943268934,88739760
1475181456043268934,121030473
1475181456143268934,31409409
1475181456243268934,63256440
1475181456343268934,56888914
1475181456443268934,51161064
1475181456543268934,39906977
1475181456643268934,29816402
1475181456743268934,86611871
1475181456843268934,106902978
1475181456943268934,25058556
1475181457043268934,44153497
1475181457143268934,51980960
1475181457243268934,44329557
1475181457343268934,29082648
1475181457443268934,65949492
1475181457543268934,312605390
1475181457643268934,314806300
1475181457843268934,168040517
1475181457743268934,273095365
1475181457943268934,74806489
1475181458043268934,28684516
1475181458143268934,49159536
1475181458243268934,76621016
1475181458343268934,59124035
1475181458443268934,32172203
1475181458543268934,50233157
1475181458643268934,28506610
1475181458743268934,33519022
1475181458843268934,43885468
1475181458943268934,26975772
1475181459043268934,60431309
1475181459143268934,64194132
1475181459243268934,65114982
1475181459343268934,36524618
1475181459443268934,29442491
1475181459543268934,69969736
1475181459643268934,55757904
1475181459743268934,130311193
1475181459843268934,46973310
1475181459943268934,27876316
1475181460043268934,29543612
1475181460143268934,109552004
1475181460243268934,58315741
1475181460343268934,42256342
1475181460443268934,49820651
1475181460543268934,30028567
1475181460643268934,28720223
1475181460743268934,61393053
1475181460843268934,40349023
1475181460943268934,29991455
1475181461043268934,29075643
1475181461143268934,26855247
1475181461243268934,26556387
1475181461443268934,42729902
1475181461343268934,165940465
1475181461543268934,63336928
1475181461643268934,24289162
1475181461743268934,29956573
1475181461843268934,50444450
1475181461943268934,61502695
1475181462043268934,37352776
1475181462143268934,85376653
1475181462243268934,31109850
1475181462343268934,24482775
1475181462443268934,48053018
1475181462543268934,25666894
1475181462643268934,104176409
1475181462743268934,29757452
1475181462843268934,70686165
1475181462943268934,43195441
1475181463143268934,25113148
1475181463043268934,129833129
1475181463243268934,43650515
1475181463343268934,22570391
1475181463443268934,24705025
1475181463543268934,27276894
1475181463643268934,62728309
1475181463743268934,25133286
1475181463843268934,45096606
1475181463943268934,74359887
1475181464043268934,27836494
1475181464143268934,23587126
1475181464243268934,25303499
1475181464343268934,68378346
1475181464443268934,58240110
1475181464543268934,25789105
1475181464643268934,32012524
1475181464743268934,24146943
1475181464843268934,24509474
1475181464943268934,64042689
1475181465043268934,58765802
1475181465143268934,23858601
1475181465243268934,23271484
1475181465343268934,26317859
1475181465443268934,35916771
1475181465543268934,62799418
1475181465643268934,28661231
1475181465743268934,25458109
1475181465843268934,37980923
1475181465943268934,76627307
1475181466043268934,73811168
1475181466143268934,38777590
1475181466243268934,50387484
1475181466343268934,74216699
1475181466443268934,24155071
1475181466543268934,60759343
1475181466643268934,25627913
1475181466743268934,55787408
1475181466843268934,47013733
1475181466943268934,24720206
1475181467043268934,34921231
1475181467143268934,52119341
1475181467243268934,81634465
1475181467343268934,50510017
1475181467443268934,59635702
1475181467543268934,40422891
1475181467643268934,61753717
1475181467743268934,33523837
1475181467843268934,24290346
1475181467943268934,58315034
1475181468043268934,42003656
1475181468143268934,44360793
1475181468243268934,37979142
1475181468343268934,27059982
1475181468443268934,31363411
1475181468743268934,137679200
1475181468543268934,452463510
1475181468943268934,309734123
1475181469143268934,112443042
1475181469043268934,230722387
1475181468643268934,667949922
1475181469343268934,115684716
1475181469443268934,24183814
1475181469543268934,45255916
1475181469243268934,385393395
1475181469643268934,59183633
1475181469743268934,29466880
1475181469843268934,51694853
1475181469943268934,41469669
1475181470043268934,149031198
1475181470243268934,130213631
1475181470143268934,235802335
1475181470343268934,35925040
1475181470543268934,131462176
1475181470643268934,37422839
1475181468843268934,1883165169
1475181470743268934,90407560
1475181470843268934,44856079
1475181470943268934,50115062
1475181470443268934,652268372
1475181471043268934,80445495
1475181471143268934,39676340
1475181471243268934,61350563
1475181471343268934,27605024
1475181471443268934,48741792
1475181471543268934,70157967
1475181471643268934,109314738
1475181471743268934,101742328
1475181471843268934,79748267
1475181471943268934,63884921
1475181472043268934,35856424
1475181472143268934,28647407
1475181472243268934,82542358
1475181472343268934,41913914
1475181472443268934,35697353
1475181472543268934,38207741
1475181472643268934,21562066
1475181472743268934,43992386
1475181472843268934,39983636
1475181472943268934,41249771
1475181473043268934,46406824
1475181473143268934,26310792
1475181473243268934,67077401
1475181473343268934,84300544
1475181473443268934,41629812
1475181473543268934,38972593
1475181473643268934,26995321
1475181473743268934,48940859
1475181473843268934,24427758
1475181474043268934,98060820
1475181473943268934,210124086
1475181474143268934,28204720
1475181474243268934,30521305
1475181474343268934,40019854
1475181474443268934,42875150
1475181474543268934,26203384
1475181474643268934,48270672
1475181474743268934,64899947
1475181474943268934,179107678
1475181475043268934,99911150
1475181474843268934,301966953
1475181475143268934,51347420
1475181475243268934,32226032
1475181475343268934,30277405
1475181475443268934,40182075
1475181475543268934,54125671
1475181475643268934,44155883
1475181475743268934,39647147
1475181475843268934,92655003
1475181475943268934,30241268
1475181476043268934,75483045
1475181476143268934,29964784
1475181476243268934,53596801
1475181476343268934,63795567
1475181476443268934,63976558
1475181476543268934,25810404
1475181476643268934,83605351
1475181476743268934,36471380
1475181476843268934,76605885
1475181477043268934,34567273
1475181477143268934,31717063
1475181476943268934,342657391
1475181477243268934,104906982
1475181477343268934,86124210
1475181477543268934,57574029
1475181477643268934,35626126
1475181477743268934,24079632
1475181477443268934,407580272
1475181477843268934,27400361
1475181477943268934,34438112
1475181478043268934,40020328
1475181478143268934,27365228
1475181478243268934,98109564
1475181478343268934,34938545
1475181478443268934,26624743
1475181478543268934,35884006
1475181478643268934,48146694
1475181478743268934,97164041
1475181478843268934,44728267
1475181478943268934,40535635
1475181479043268934,53230657
1475181479143268934,40149685
1475181479243268934,109615817
1475181479443268934,44170443
1475181479543268934,51850379
1475181479643268934,65531775
1475181479743268934,29395560
1475181479843268934,56997142
1475181479943268934,26405211
1475181480043268934,55783732
1475181480143268934,46945057
1475181480243268934,112801165
1475181480343268934,21392435
1475181480443268934,24224164
1475181480543268934,80253450
1475181480643268934,72020831
1475181479343268934,1399394944
1475181480743268934,52816050
1475181480843268934,59666673
1475181480943268934,42457088
1475181481043268934,89432270
1475181481143268934,33448580
1475181481243268934,33592557
1475181481343268934,45724105
1475181481443268934,32398684
1475181481543268934,33294539
1475181481643268934,43458351
1475181481743268934,52876292
1475181481843268934,24791807
1475181481943268934,44945200
1475181482043268934,103077335
1475181482143268934,30097458
1475181482243268934,37805118
1475181482343268934,33467439
1475181482443268934,93335550
1475181482543268934,52071091
1475181482843268934,58639781
1475181482943268934,52589180
1475181483043268934,45907566
1475181483143268934,27308712
1475181482743268934,512325229
1475181483243268934,65491228
1475181483343268934,50050081
1475181483443268934,39066364
1475181483543268934,27449668
1475181482643268934,1037221482
1475181483643268934,103134987
1475181483743268934,101836563
1475181483843268934,35216502
1475181483943268934,113060498
1475181484043268934,46914396
1475181484143268934,29849352
1475181484243268934,34213453
1475181484343268934,36367937
1475181484443268934,54154957
1475181484543268934,21518883
1475181484643268934,60994424
1475181484743268934,28381218
1475181484843268934,25160071
1475181485043268934,42191918
1475181484943268934,212830373
1475181485143268934,37113753
1475181485343268934,56140041
