"Time","Microsoft Latency"
1475183406322710495,275882624
1475183406222710495,381196016
1475183406422710495,355510688
1475183406522710495,380132256
1475183406622710495,477920560
1475183406822710495,315565504
1475183406722710495,443016320
1475183406922710495,293092240
1475183407022710495,473103760
1475183407122710495,403406336
1475183407222710495,313217488
1475183407322710495,334264256
1475183407422710495,294071472
1475183407622710495,333459616
1475183407722710495,260852800
1475183407522710495,467761296
1475183407922710495,405477744
1475183408122710495,304475616
1475183407822710495,613427776
1475183408222710495,255177504
1475183408022710495,520153824
1475183408322710495,317390880
1475183408522710495,323083360
1475183408422710495,424761552
1475183408622710495,383557040
1475183408722710495,313094800
1475183408822710495,334724288
1475183408922710495,406942832
1475183409022710495,384482288
1475183409122710495,316993888
1475183409222710495,280134896
1475183409322710495,261352672
1475183409422710495,374637328
1475183409522710495,294545600
1475183409622710495,446567920
1475183409722710495,379784960
1475183409822710495,319796880
1475183409922710495,422280160
1475183410022710495,370968096
1475183410122710495,272776304
1475183410222710495,330006480
1475183410322710495,368230064
1475183410422710495,444510848
1475183410622710495,369211936
1475183410522710495,478532768
1475183410722710495,439826608
1475183410822710495,354431776
1475183410922710495,335500976
1475183411122710495,267591344
1475183411022710495,384575968
1475183411322710495,287435264
1475183411422710495,396959872
1475183411522710495,343983440
1475183411622710495,340355728
1475183411222710495,759293744
1475183411722710495,329503680
1475183411822710495,353152352
1475183411922710495,301296256
1475183412022710495,379785200
1475183412122710495,288086048
1475183412322710495,259610368
1475183412222710495,382987248
1475183412422710495,295415728
1475183412522710495,399544096
1475183412622710495,319827536
1475183412722710495,259946368
1475183412822710495,254923696
1475183413022710495,319448544
1475183412922710495,435443472
1475183413122710495,301499040
1475183413222710495,392389040
1475183413322710495,374532224
1475183413422710495,390728912
1475183413522710495,351791264
1475183413622710495,361504048
1475183413722710495,291791200
1475183413822710495,389500960
1475183413922710495,315206528
1475183414022710495,267566416
1475183414122710495,324929136
1475183414222710495,294969936
1475183414322710495,293484800
1475183414422710495,280870576
1475183414622710495,354558656
1475183414522710495,455201856
1475183414722710495,350433664
1475183414822710495,363408464
1475183414922710495,365889248
1475183415022710495,332067904
1475183415122710495,307016640
1475183415222710495,285770320
1475183415322710495,277962032
1475183415522710495,373779888
1475183415422710495,476345504
1475183415622710495,311178672
1475183415722710495,331985152
1475183415822710495,355606016
1475183415922710495,347299040
1475183416022710495,438496960
1475183416122710495,355451040
1475183416222710495,284338528
1475183416322710495,338795808
1475183416422710495,475622944
1475183416522710495,453663792
1475183416722710495,369788864
1475183416822710495,281702064
1475183416622710495,481709184
1475183417022710495,292520032
1475183416922710495,463056144
1475183417122710495,298145024
1475183417222710495,355373440
1475183417322710495,381179392
1475183417422710495,344395184
1475183417522710495,280162464
1475183417722710495,306981488
1475183417622710495,409960160
1475183417822710495,324006752
1475183417922710495,373055664
1475183418122710495,371604720
1475183418022710495,577664768
1475183418222710495,401285200
1475183418322710495,329815664
1475183418422710495,329120432
1475183418522710495,319428960
1475183418722710495,312740768
1475183418822710495,266161840
1475183418622710495,542103632
1475183418922710495,321934976
1475183419022710495,310859440
1475183419122710495,262334480
1475183419222710495,287200896
1475183419322710495,322058960
1475183419422710495,287904352
1475183419522710495,327794288
1475183419622710495,339650032
1475183419722710495,297559408
1475183419822710495,271713872
1475183419922710495,360504544
1475183420022710495,365062672
1475183420122710495,346417424
1475183420222710495,477032672
1475183420322710495,411496208
1475183420422710495,318064080
1475183420522710495,250752816
1475183420622710495,304169440
1475183420722710495,351980320
1475183420822710495,292322912
1475183420922710495,330421824
1475183421022710495,281087344
1475183421122710495,374674448
1475183421222710495,415234432
1475183421322710495,323247392
1475183421522710495,326849088
1475183421422710495,624928368
1475183421622710495,469978496
1475183421822710495,316874880
1475183421722710495,424890752
1475183421922710495,276320640
1475183422022710495,373944192
1475183422122710495,343997568
1475183422222710495,330633744
1475183422322710495,343818704
1475183422422710495,294629280
1475183422522710495,336502560
1475183422622710495,310839680
1475183422722710495,268671024
1475183422822710495,313819088
1475183423022710495,300769104
1475183422922710495,405582352
1475183423122710495,351955056
1475183423222710495,281427296
1475183423322710495,365963856
1475183423422710495,325555904
1475183423522710495,296415840
1475183423622710495,304949120
1475183423722710495,416175872
1475183423822710495,358589216
1475183423922710495,292695904
1475183424022710495,310369200
1475183424122710495,265934784
1475183424222710495,323538784
1475183424322710495,278712432
1475183424522710495,310089248
1475183424422710495,473314896
1475183424622710495,308641056
1475183424722710495,299362672
1475183424822710495,271602176
1475183425022710495,338867984
1475183424922710495,443628848
1475183425122710495,394589184
1475183425222710495,330382176
1475183425322710495,291084880
1475183425522710495,353760640
1475183425422710495,477641920
1475183425622710495,308664000
1475183425722710495,282695424
1475183425822710495,399366528
1475183425922710495,365599728
1475183426022710495,343326784
1475183426122710495,341345664
1475183426222710495,434615936
1475183426322710495,464874656
1475183426422710495,393443056
1475183426522710495,422173168
1475183426722710495,341504000
1475183426622710495,457254224
1475183426822710495,259299008
1475183426922710495,287295600
1475183427022710495,257901440
1475183427122710495,292632048
1475183427222710495,314231360
1475183427322710495,313239360
1475183427422710495,379569376
1475183427522710495,299352880
1475183427622710495,331881376
1475183427722710495,258877168
1475183427822710495,286715536
1475183427922710495,324097840
1475183428022710495,295692512
1475183428122710495,283308432
1475183428222710495,451699216
1475183428322710495,391340752
1475183428422710495,420345888
1475183428622710495,316497616
1475183428522710495,424060160
1475183428722710495,272152528
1475183428822710495,302655088
1475183428922710495,340867056
1475183429022710495,329922880
1475183429122710495,266811664
1475183429222710495,323578240
1475183429322710495,315709088
1475183429422710495,295998560
1475183429522710495,284337168
1475183429622710495,426776112
1475183429722710495,396492416
1475183429822710495,441707152
1475183429922710495,343716304
1475183430122710495,317550368
1475183430022710495,523772496
1475183430222710495,523398112
1475183430322710495,474785360
1475183430422710495,566676016
1475183430622710495,414049824
1475183430522710495,520677600
1475183430722710495,428239776
1475183430922710495,341907808
1475183431022710495,310186944
1475183431122710495,287482736
1475183430822710495,698004592
1475183431222710495,378623120
1475183431322710495,354191488
1475183431422710495,391473008
1475183431522710495,357143024
1475183431622710495,403557824
1475183431722710495,449146896
1475183431822710495,457436400
1475183431922710495,440024320
1475183432022710495,448667616
1475183432122710495,378049936
1475183432222710495,362656032
1475183432322710495,319989584
1475183432422710495,361551152
1475183432522710495,314533680
1475183432622710495,298206272
1475183432722710495,329971104
1475183432822710495,339947664
1475183432922710495,304147872
1475183433022710495,326459712
1475183433122710495,285589344
1475183433222710495,312106832
1475183433322710495,313420912
1475183433422710495,287796400
1475183433522710495,313402576
1475183433622710495,301134064
1475183433722710495,307871008
1475183433822710495,301957216
1475183433922710495,328783568
1475183434022710495,339150864
1475183434122710495,321340640
1475183434222710495,343566016
1475183434322710495,378274128
1475183434422710495,331319936
1475183434522710495,284897024
1475183434622710495,320777536
1475183434722710495,268167200
1475183434822710495,308166592
1475183434922710495,309731296
1475183435022710495,332414096
1475183435122710495,298148880
1475183435222710495,284334880
1475183435322710495,396444832
1475183435422710495,323869024
1475183435622710495,334246560
1475183435522710495,473886512
1475183435922710495,342798256
1475183435822710495,472482880
1475183435722710495,623244544
1475183436122710495,297793648
1475183436022710495,410431264
1475183436222710495,278583312
1475183436322710495,284960032
1475183436422710495,232083088
1475183436522710495,274413344
1475183436622710495,283252896
1475183436722710495,308130928
1475183436822710495,305371488
1475183436922710495,460677712
1475183437022710495,720659168
1475183437122710495,661465904
1475183437222710495,610028448
1475183437322710495,513285760
1475183437422710495,461545568
1475183437522710495,409155808
1475183437622710495,351645808
1475183437722710495,302922672
1475183437822710495,281884368
1475183437922710495,284779936
1475183438022710495,328142512
1475183438122710495,357543536
1475183438222710495,286989024
1475183438322710495,401488048
1475183438422710495,432452944
1475183438622710495,386026208
1475183438522710495,502442128
1475183438722710495,306540992
1475183438822710495,315791392
1475183438922710495,292559552
1475183439022710495,290591776
1475183439122710495,277847344
1475183439222710495,276081168
1475183439322710495,382051952
1475183439422710495,319450208
1475183439522710495,332965200
1475183439622710495,273412304
1475183439722710495,301744352
1475183439822710495,251703840
1475183439922710495,293221280
1475183440022710495,252599248
1475183440122710495,259914480
1475183440222710495,325921008
1475183440322710495,308785952
1475183440522710495,298208432
1475183440422710495,440881120
1475183440622710495,311743712
1475183440722710495,254525584
1475183440822710495,329094192
1475183440922710495,365501184
1475183441022710495,300344896
1475183441122710495,365228400
1475183441222710495,364905040
1475183441322710495,363336000
1475183441422710495,433845264
1475183441722710495,307827968
1475183441522710495,524001696
1475183441622710495,513978000
1475183441822710495,393103504
1475183441922710495,330830112
1475183442022710495,385655920
1475183442122710495,376492928
1475183442222710495,307169344
1475183442322710495,423067392
1475183442422710495,329161392
1475183442522710495,355309328
1475183442622710495,267409104
1475183442722710495,358404800
1475183442822710495,380077568
1475183442922710495,355588176
1475183443022710495,285216624
1475183443122710495,317884752
1475183443222710495,309533488
1475183443322710495,292001728
1475183443422710495,338990320
1475183443522710495,318230880
1475183443622710495,297546896
1475183443722710495,409773696
1475183443822710495,312851280
1475183444022710495,272230048
1475183443922710495,462468320
1475183444122710495,289553088
1475183444222710495,337656704
1475183444322710495,278482128
1475183444422710495,265046096
1475183444522710495,358914528
1475183444622710495,392237952
1475183444822710495,258824496
1475183444722710495,378723216
1475183444922710495,251087536
1475183445022710495,317639984
1475183445122710495,326752736
1475183445222710495,307622032
1475183445322710495,332101824
1475183445422710495,246810496
1475183445522710495,274842752
1475183445622710495,287542560
1475183445722710495,322477184
1475183445822710495,279696368
1475183445922710495,374265104
1475183446022710495,403324704
1475183446122710495,304983904
1475183446222710495,295623056
1475183446322710495,305556640
1475183446522710495,257740688
1475183446422710495,379342048
1475183446622710495,334875424
1475183446722710495,288101424
1475183446822710495,304174592
1475183446922710495,441993536
1475183447022710495,454341120
1475183447122710495,361363856
1475183447222710495,388490544
1475183447322710495,353391888
1475183447422710495,410696752
1475183447522710495,496674752
1475183447722710495,314168544
1475183447622710495,427368208
1475183447822710495,293251760
1475183447922710495,290877392
1475183448022710495,263389936
1475183448122710495,259419264
1475183448222710495,364951760
1475183448322710495,330604944
1475183448522710495,291659328
1475183448422710495,399905104
1475183448622710495,292137792
1475183448722710495,333537680
1475183448822710495,355044208
1475183448922710495,467293456
1475183449022710495,369305248
1475183449122710495,380185520
1475183449222710495,280669392
1475183449322710495,288624208
1475183449422710495,301231920
1475183449522710495,260205600
1475183449622710495,492910496
1475183449722710495,657965024
1475183449822710495,635218512
1475183449922710495,566016256
1475183450122710495,381904688
1475183450222710495,326033408
1475183450022710495,533712976
1475183450322710495,335897264
1475183450522710495,344498848
1475183450422710495,475355232
1475183450722710495,343838224
1475183450622710495,493496352
1475183450922710495,292599296
1475183450822710495,431126336
1475183451022710495,259598496
1475183451222710495,273520720
1475183451122710495,415576816
1475183451322710495,286372896
1475183451422710495,391821056
1475183451622710495,319864192
1475183451522710495,432452416
1475183451722710495,312553760
1475183451822710495,352891952
1475183451922710495,422689888
1475183452022710495,397044432
1475183452122710495,383270304
1475183452322710495,265334704
1475183452222710495,396922976
1475183452422710495,334912224
1475183452622710495,288520288
1475183452522710495,428903472
1475183452722710495,261804224
1475183452822710495,387257008
1475183452922710495,301954592
1475183453022710495,320362048
1475183453122710495,504935696
1475183453222710495,408515200
1475183453322710495,461682416
1475183453622710495,307942576
1475183453522710495,416235904
1475183453422710495,597780336
1475183453722710495,720930144
1475183453922710495,526864320
1475183453822710495,733300112
1475183454022710495,572260768
1475183454222710495,459600816
1475183454322710495,362213840
1475183454122710495,621972752
1475183454422710495,373038192
1475183454522710495,396435504
1475183454722710495,305009392
1475183454622710495,407814432
1475183454822710495,325752608
1475183454922710495,425621360
1475183455022710495,378529056
1475183455122710495,314607648
1475183455322710495,255949952
1475183455422710495,320482704
1475183455222710495,579523920
1475183455522710495,307007024
1475183455622710495,377272384
1475183455722710495,404967824
1475183455822710495,312143136
1475183455922710495,266193520
1475183456022710495,326851296
1475183456122710495,458572720
1475183456322710495,282627648
1475183456222710495,398476752
1475183456422710495,378289536
1475183456522710495,368510496
1475183456622710495,276411792
1475183456722710495,266892880
1475183456822710495,268538192
1475183456922710495,364366064
1475183457022710495,468926336
1475183457222710495,288735216
1475183457122710495,411376928
1475183457322710495,276530560
1475183457422710495,290430208
1475183457522710495,311184896
1475183457722710495,359388080
1475183457822710495,268157520
1475183457622710495,480659760
1475183457922710495,256803504
1475183458122710495,273714560
1475183458022710495,380264352
1475183458222710495,318947648
1475183458322710495,330416656
1475183458422710495,283220176
1475183458522710495,263982192
1475183458622710495,246854208
1475183458722710495,344570752
1475183458822710495,359812416
1475183458922710495,360342528
1475183459022710495,343100384
1475183459122710495,322470032
1475183459222710495,295885776
1475183459322710495,353558784
1475183459522710495,254085072
1475183459622710495,270691776
1475183459422710495,482101632
1475183459722710495,281274688
1475183459822710495,321585632
1475183459922710495,280632688
1475183460022710495,310268208
1475183460122710495,302014128
1475183460222710495,282039568
1475183460322710495,313217024
1475183460522710495,266738912
1475183460422710495,384976704
1475183460622710495,273557280
1475183460722710495,309426288
1475183460822710495,294807360
1475183460922710495,300940352
1475183461022710495,334057728
1475183461122710495,345025088
1475183461222710495,349333488
1475183461322710495,318790224
1475183461422710495,363872384
1475183461522710495,346055424
1475183461722710495,307911040
1475183461622710495,420372256
1475183461822710495,436756464
1475183461922710495,432547312
1475183462022710495,443644944
1475183462122710495,366355168
1475183462222710495,318444256
1475183462322710495,275234704
1475183462422710495,270681264
1475183462622710495,273094320
1475183462522710495,431655216
1475183462722710495,366838624
1475183462822710495,324943664
1475183462922710495,302176128
1475183463122710495,322028288
1475183463022710495,423546864
1475183463222710495,331861936
1475183463322710495,388351152
1475183463422710495,386266560
1475183463522710495,505390176
1475183463622710495,447995312
1475183463822710495,365027728
1475183463722710495,471900336
1475183463922710495,273203184
1475183464022710495,353481888
1475183464122710495,256019200
1475183464222710495,493432704
1475183464422710495,432585232
1475183464322710495,558161328
1475183464522710495,371314608
1475183464622710495,305475472
1475183464722710495,285362704
1475183464822710495,382446704
1475183464922710495,297861184
1475183465022710495,337881456
1475183465222710495,304345232
1475183465122710495,444327824
1475183465322710495,297796736
1475183465422710495,378478208
1475183465522710495,345685728
1475183465622710495,274391584
1475183465922710495,341709456
1475183465822710495,447346048
1475183465722710495,599160032
1475183466022710495,462054272
1475183466222710495,300263968
1475183466122710495,405102352
1475183466322710495,266071888
1475183466422710495,302729376
1475183466522710495,243838672
1475183466622710495,299619088
1475183466822710495,264091680
1475183466722710495,370447648
1475183466922710495,296237648
1475183467022710495,290381088
1475183467122710495,266812944
1475183467222710495,311141520
1475183467322710495,260665856
1475183467422710495,328329232
1475183467522710495,322804944
1475183467622710495,323960480
1475183467722710495,303566240
1475183467922710495,348750448
1475183467822710495,540922816
1475183468022710495,373374752
1475183468122710495,415278832
1475183468222710495,409836000
1475183468322710495,343156816
1475183468422710495,280665392
1475183468522710495,279560240
1475183468622710495,312389088
1475183468722710495,284022816
1475183468822710495,278212288
1475183468922710495,302787936
1475183469122710495,272320448
1475183469222710495,318314624
1475183469322710495,308801168
1475183469022710495,685782912
1475183469422710495,357930208
1475183469522710495,283890192
1475183469622710495,323036960
1475183469722710495,483880640
1475183469822710495,384011664
1475183469922710495,510090560
1475183470122710495,405720976
1475183470022710495,542125536
1475183470222710495,395867776
1475183470322710495,396192512
1475183470422710495,410257008
1475183470522710495,395878704
1475183470622710495,354992864
1475183470722710495,334406352
1475183470822710495,383384816
1475183470922710495,1040850704
1475183471022710495,1052776288
1475183471122710495,1042254816
1475183471722710495,444789568
1475183471222710495,945470896
1475183471622710495,555356976
1475183471522710495,659723776
1475183471422710495,771041024
1475183471322710495,872507872
1475183471822710495,389462080
1475183471922710495,338235920
1475183472022710495,331246048
1475183472122710495,306578272
1475183472222710495,279117504
1475183472322710495,361254080
1475183472522710495,375147168
1475183472422710495,479274576
1475183472622710495,361435152
1475183472822710495,328203728
1475183472722710495,442206160
1475183472922710495,286521312
1475183473022710495,326785008
1475183473122710495,322242464
1475183473222710495,353942816
1475183473322710495,288643344
1475183473422710495,270510672
1475183473522710495,277665360
1475183473622710495,373983744
1475183473722710495,309530432
1475183473822710495,330569888
1475183473922710495,326183536
1475183474022710495,352095856
1475183474122710495,322619728
1475183474222710495,364774672
1475183474322710495,394600288
1475183474422710495,367373200
1475183474522710495,295978128
1475183474622710495,307043296
1475183474722710495,255499360
1475183474822710495,297115664
1475183474922710495,265477376
1475183475122710495,291378208
1475183475022710495,398819744
1475183475222710495,423330960
1475183475422710495,410474960
1475183475322710495,527806928
1475183475622710495,316244400
1475183475522710495,423615456
1475183475722710495,294255712
1475183475922710495,323229472
1475183475822710495,471422432
1475183476022710495,309018192
1475183476122710495,256047840
1475183476322710495,314154624
1475183476222710495,426233040
1475183476422710495,263588576
1475183476522710495,356027408
1475183476622710495,309338784
1475183476722710495,339369216
1475183476822710495,253499840
1475183476922710495,272365776
1475183477022710495,357579776
1475183477122710495,337344736
1475183477222710495,344852704
1475183477322710495,315498704
1475183477422710495,355944256
1475183477522710495,481137584
1475183477722710495,287380960
1475183477622710495,511700272
1475183477922710495,300443776
1475183477822710495,418464224
1475183478022710495,290732464
1475183478122710495,409142272
1475183478222710495,349670512
1475183478322710495,360003376
1475183478522710495,297515760
1475183478422710495,433191776
1475183478722710495,326789120
1475183478822710495,275012144
1475183478622710495,525890192
1475183478922710495,325085744
1475183479022710495,249815104
1475183479122710495,262774720
1475183479222710495,365555200
1475183479322710495,305109744
1475183479422710495,314436080
1475183479522710495,368539584
1475183479622710495,322298368
1475183479722710495,264748064
1475183479822710495,284696000
1475183479922710495,287873792
1475183480022710495,315054928
1475183480122710495,324714096
1475183480222710495,322514832
1475183480322710495,465252192
1475183480422710495,388640288
1475183480522710495,479264672
1475183480722710495,304209472
1475183480622710495,589742352
1475183480822710495,476734992
1475183480922710495,485232160
1475183481222710495,265205088
1475183481122710495,399040688
1475183481022710495,533169376
1475183481322710495,291291264
1475183481422710495,355009168
1475183481522710495,282665984
1475183481622710495,377909488
1475183481822710495,405447280
1475183481722710495,516137824
1475183481922710495,340259120
1475183482022710495,356779408
1475183482122710495,276533712
1475183482422710495,317293856
1475183482222710495,522488064
1475183482322710495,440946512
1475183482522710495,293561040
1475183482622710495,302522352
1475183482722710495,286026912
1475183482822710495,266107520
1475183482922710495,308335312
1475183483022710495,437544320
1475183483222710495,298235424
1475183483122710495,413510048
1475183483322710495,282384048
1475183483422710495,323601440
1475183483522710495,354761168
1475183483622710495,406473984
1475183483722710495,337279664
1475183483822710495,334420976
1475183483922710495,446197904
1475183484122710495,341829120
1475183484022710495,516239216
1475183484222710495,367944720
1475183484322710495,310199920
1475183484422710495,305561424
1475183484522710495,272119536
1475183484622710495,378501104
1475183484722710495,360024816
1475183484822710495,326538320
1475183484922710495,320585120
1475183485022710495,316403376
1475183485122710495,347050416
1475183485222710495,357083088
1475183485322710495,308907504
1475183485422710495,312661760
1475183485522710495,338190160
1475183485622710495,366729600
1475183485722710495,377599152
1475183485822710495,335128752
1475183485922710495,408796400
1475183486022710495,356640176
1475183486122710495,292957968
1475183486222710495,424683184
1475183486322710495,330788944
1475183486422710495,363844912
1475183486522710495,415655936
1475183486622710495,363523520
1475183486722710495,347859120
1475183486822710495,322452032
1475183486922710495,414726528
1475183487022710495,358458368
1475183487122710495,334443600
1475183487222710495,303066256
1475183487322710495,311566352
1475183487422710495,347423760
1475183487522710495,280008896
1475183487622710495,275090672
1475183487722710495,312182224
1475183487822710495,373027568
1475183487922710495,471276480
1475183488022710495,371331024
1475183488122710495,325932816
1475183488222710495,375710352
1475183488422710495,292342192
1475183488322710495,421009872
1475183488522710495,309948304
1475183488622710495,350468960
1475183488722710495,387690384
1475183488922710495,317502656
1475183488822710495,458130656
1475183489022710495,260633232
1475183489122710495,403292800
1475183489322710495,468410352
1475183489222710495,568852192
1475183489422710495,388892496
1475183489522710495,471990256
1475183489622710495,436716432
1475183489822710495,335574752
1475183489722710495,481573872
1475183490022710495,267111248
1475183489922710495,367180640
1475183490122710495,334620576
1475183490222710495,320890720
1475183490322710495,360682016
1475183490422710495,286916464
1475183490522710495,287812416
1475183490722710495,285064704
1475183490622710495,387312528
1475183490822710495,299425328
1475183490922710495,316605664
1475183491022710495,328977360
1475183491122710495,281474368
1475183491222710495,302331760
1475183491322710495,296971824
1475183491522710495,353692464
1475183491422710495,454279584
1475183491622710495,323184416
1475183491722710495,362902576
1475183491822710495,269229616
1475183492022710495,333452720
1475183491922710495,436072672
1475183492222710495,268053280
1475183492122710495,391629664
1475183492322710495,279500176
1475183492422710495,294095968
1475183492522710495,320629296
1475183492622710495,311849184
1475183492722710495,308935968
1475183492822710495,323274224
1475183492922710495,262047376
1475183493022710495,331192064
1475183493122710495,283168608
1475183493222710495,334948416
1475183493322710495,302290752
1475183493422710495,357042624
1475183493522710495,362363536
1475183493622710495,377019152
1475183493722710495,317643616
1475183493822710495,270566640
1475183493922710495,257126000
1475183494022710495,370137200
1475183494122710495,284581216
1475183494222710495,285953664
1475183494322710495,265937104
1475183494422710495,265845120
1475183494522710495,381831024
1475183494622710495,337791120
1475183494722710495,464416272
1475183494822710495,446185536
1475183494922710495,491929824
1475183495022710495,393007248
1475183495122710495,342003232
1475183495222710495,330427120
1475183495322710495,297537088
1475183495422710495,339246528
1475183495522710495,264853792
1475183495622710495,398003232
1475183495822710495,298555984
1475183495922710495,306662832
1475183495722710495,584485312
1475183496022710495,373648624
1475183496122710495,341844544
1475183496222710495,358658576
1475183496322710495,340121760
1475183496422710495,279811712
1475183496622710495,293718528
1475183496522710495,395899120
1475183496722710495,392663344
1475183496822710495,308568160
1475183496922710495,383333056
1475183497022710495,392444016
1475183497122710495,338953696
1475183497222710495,335093616
1475183497322710495,280849328
1475183497422710495,289434944
1475183497522710495,366585488
1475183497622710495,267742000
1475183497722710495,274681664
1475183497822710495,302531472
1475183497922710495,294247296
1475183498022710495,304396160
1475183498122710495,295881920
1475183498222710495,324142496
1475183498322710495,319331360
1475183498422710495,298132688
1475183498522710495,349920544
1475183498622710495,283574448
1475183498722710495,283573824
1475183498822710495,309985088
1475183498922710495,298283296
1475183499022710495,372757296
1475183499122710495,331583584
1475183499222710495,357497888
1475183499322710495,322305072
1475183499422710495,307241952
1475183499522710495,313754944
1475183499622710495,270859952
1475183499722710495,283356144
1475183499822710495,280680496
1475183499922710495,284454656
1475183500022710495,414641888
1475183500122710495,345892688
1475183500222710495,265191872
1475183500322710495,288893104
1475183500422710495,292643632
1475183500522710495,264364464
1475183500622710495,254497216
1475183500722710495,268030256
1475183500822710495,290599648
1475183500922710495,285220848
1475183501022710495,261035520
1475183501122710495,288869296
1475183501222710495,315518672
1475183501322710495,401015936
1475183501422710495,315995840
1475183501522710495,334920160
1475183501622710495,334845520
1475183501722710495,267277408
1475183501822710495,306637040
1475183501922710495,595059552
1475183502022710495,495074704
1475183502222710495,407946064
1475183502122710495,531380256
1475183502322710495,334466208
1475183502422710495,274686032
1475183502522710495,359132144
1475183502622710495,293993200
1475183502722710495,266131136
1475183502822710495,293681200
1475183502922710495,288721168
1475183503022710495,302863088
1475183503122710495,277913328
1475183503222710495,329647536
1475183503322710495,479622848
1475183503422710495,432496080
1475183503622710495,274276080
1475183503522710495,433663600
1475183503722710495,335176352
1475183503822710495,374901568
1475183503922710495,321522832
1475183504022710495,286536992
1475183504122710495,306215408
1475183504222710495,264122112
1475183504322710495,330226288
1475183504422710495,439177856
1475183504522710495,470156672
1475183504722710495,327086096
1475183504622710495,442679552
1475183504822710495,278175616
1475183504922710495,320479024
1475183505022710495,256979856
1475183505122710495,302283008
1475183505222710495,260274624
1475183505322710495,311614624
1475183505422710495,277349056
1475183505522710495,426463728
1475183505622710495,380365472
1475183505722710495,288338976
1475183505822710495,282788128
1475183505922710495,322579408
1475183506022710495,288658176
1475183506122710495,266615648
